duration,age,performance_score,study_hours,stress_level,activity_type_Cooking,activity_type_Exercise,activity_type_Homework,activity_type_Music,activity_type_Reading,activity_type_Social Media,activity_type_Sports,activity_type_TV,activity_type_Video Games,gender_F,gender_M,location_Community Center,location_Friend's House,location_Gym,location_Home,location_Library,location_Park,interest_level_High,interest_level_Low,interest_level_Medium,parental_support_High,parental_support_Low,parental_support_Medium,peer_influence_Negative,peer_influence_Neutral,peer_influence_Positive
8.229666e-06,0.9999914,0.999994,7.1154004e-06,3.975834e-06,3.6778279e-06,9.890983e-06,8.29944e-06,0.99997044,0.7938379,1.31665765e-05,0.99999183,0.999993,0.18484394,0.5052576,0.9999972,0.9999652,0.6069759,0.60710716,0.99998367,0.9999936,3.67612e-06,0.999992,0.99999386,0.99999607,0.9999936,0.99982846,1.1814634e-05,0.18502527,0.879426,0.99999166
1.7585293e-06,0.9999979,0.9999987,1.6364166e-06,8.5556223e-07,7.4728666e-07,2.1174653e-06,1.9308784e-06,0.9999914,0.7963991,3.4878346e-06,0.99999815,0.9999981,0.1832937,0.5082547,0.9999995,0.99998814,0.606894,0.6050117,0.9999959,0.999999,7.5340205e-07,0.9999983,0.99999857,0.9999992,0.9999986,0.9999244,2.4147505e-06,0.18210585,0.8867769,0.99999815
8.044971e-06,0.99999154,0.99999523,5.8610817e-06,3.6613937e-06,3.2351568e-06,9.447033e-06,7.751442e-06,0.9999772,0.79346293,1.1786588e-05,0.9999919,0.99999416,0.1849182,0.5054265,0.99999726,0.99997336,0.604947,0.60648745,0.99998146,0.9999932,2.9232988e-06,0.9999919,0.9999953,0.99999666,0.99999464,0.9998599,1.2914919e-05,0.18523557,0.87917805,0.9999929
5.748552e-06,0.99999386,0.99999607,5.3923095e-06,2.6157102e-06,2.3818836e-06,7.4267537e-06,5.521043e-06,0.9999805,0.7951981,9.388286e-06,0.9999941,0.99999505,0.18393846,0.5066659,0.9999983,0.9999768,0.60629225,0.6059725,0.9999873,0.9999958,2.2614474e-06,0.9999945,0.9999961,0.9999977,0.99999577,0.9998775,7.458886e-06,0.18326016,0.88314754,0.999994
2.1981273e-06,0.9999977,0.9999986,1.8654043e-06,9.693903e-07,8.3175087e-07,3.2620483e-06,1.9449965e-06,0.9999903,0.7952106,4.1554977e-06,0.99999756,0.99999774,0.1839695,0.50647026,0.99999946,0.9999869,0.6062689,0.60674065,0.99999523,0.9999983,8.839018e-07,0.99999785,0.99999845,0.99999905,0.9999985,0.9999201,3.3472327e-06,0.18335435,0.8832319,0.999998
2.268262e-06,0.9999975,0.9999987,2.0122984e-06,1.1470082e-06,9.2260586e-07,3.0962874e-06,2.2070901e-06,0.9999901,0.7952161,4.2023526e-06,0.9999974,0.9999981,0.18323669,0.5072372,0.99999934,0.99998677,0.60604274,0.6052008,0.99999416,0.9999982,8.3642095e-07,0.9999976,0.9999986,0.9999991,0.99999845,0.999917,3.5703586e-06,0.18304262,0.8845133,0.9999978
4.2605175e-06,0.99999565,0.99999756,3.5174264e-06,1.9040236e-06,1.6883911e-06,5.7737707e-06,3.8525773e-06,0.9999847,0.79337215,7.6087113e-06,0.9999948,0.99999666,0.18456493,0.50452,0.9999987,0.9999809,0.6054171,0.6072453,0.99998933,0.9999967,1.4941681e-06,0.99999565,0.99999756,0.99999833,0.99999726,0.9998931,6.864836e-06,0.18512937,0.8788705,0.9999959
6.757917e-06,0.99999374,0.9999957,5.403764e-06,2.9768844e-06,2.2698223e-06,7.582359e-06,6.0576353e-06,0.99997634,0.7937899,9.683991e-06,0.9999934,0.9999948,0.18434529,0.50593936,0.9999981,0.9999725,0.6053579,0.6064621,0.9999859,0.9999949,2.6586883e-06,0.99999404,0.9999963,0.9999973,0.9999957,0.99986225,8.924627e-06,0.18433522,0.88087887,0.999994
7.963675e-06,0.9999919,0.9999943,6.4541678e-06,3.7648113e-06,3.3438762e-06,9.044521e-06,7.680369e-06,0.9999737,0.7935432,1.2717011e-05,0.99999225,0.99999267,0.18481596,0.5048619,0.99999744,0.9999683,0.6055099,0.6073252,0.9999836,0.9999947,3.3837541e-06,0.9999928,0.9999946,0.9999966,0.9999945,0.9998474,1.0745585e-05,0.18514566,0.879341,0.9999924
3.905245e-06,0.9999959,0.9999977,3.372112e-06,1.743379e-06,1.4700694e-06,4.618334e-06,3.5708695e-06,0.99998426,0.7946976,6.874597e-06,0.9999958,0.9999972,0.18376313,0.50675195,0.99999875,0.999983,0.60582304,0.6056818,0.9999904,0.9999973,1.4059791e-06,0.9999961,0.9999977,0.99999833,0.9999975,0.99989283,6.3090965e-06,0.18318376,0.88283384,0.99999636
1.8248984e-06,0.999998,0.99999875,1.6310461e-06,9.3339486e-07,7.593935e-07,2.3043074e-06,2.0217838e-06,0.99999136,0.79471236,3.7499767e-06,0.99999803,0.99999815,0.18378045,0.50667846,0.99999946,0.99998873,0.60548174,0.60599774,0.9999955,0.99999875,7.653524e-07,0.99999815,0.9999986,0.9999992,0.9999987,0.9999235,2.8100683e-06,0.18336618,0.8835101,0.9999981
8.3569216e-07,0.9999989,0.99999946,7.573092e-07,4.089432e-07,3.4013894e-07,1.0425837e-06,9.3219745e-07,0.99999505,0.7949596,1.4452203e-06,0.999999,0.9999992,0.18322253,0.5077298,0.99999976,0.9999943,0.6055366,0.60387564,0.9999976,0.9999994,3.502033e-07,0.9999992,0.99999934,0.9999996,0.99999934,0.99995357,1.3591499e-06,0.18282047,0.88623387,0.9999991
2.409423e-06,0.9999973,0.99999833,1.9244076e-06,1.186801e-06,9.837848e-07,3.2118578e-06,2.4120668e-06,0.99999064,0.7942472,4.1968974e-06,0.99999744,0.99999785,0.18419969,0.50612634,0.99999934,0.9999886,0.6054877,0.60632145,0.9999943,0.9999983,9.5155934e-07,0.99999774,0.9999982,0.99999905,0.99999833,0.9999235,3.9310094e-06,0.18405165,0.88227123,0.99999756
3.4473842e-06,0.99999624,0.99999815,2.5758081e-06,1.493802e-06,1.3415064e-06,4.2987676e-06,3.3344152e-06,0.9999871,0.7950121,5.2436217e-06,0.99999666,0.99999726,0.18362918,0.5066489,0.999999,0.9999854,0.6059303,0.60507476,0.99999183,0.9999976,1.2931654e-06,0.9999965,0.9999979,0.9999986,0.9999977,0.9999092,5.282238e-06,0.18291536,0.8835156,0.99999696
1.4307552e-06,0.99999845,0.9999991,1.172366e-06,6.650056e-07,5.8480384e-07,1.6263893e-06,1.4735432e-06,0.999994,0.79641855,2.596362e-06,0.99999845,0.9999987,0.18327734,0.50791264,0.99999964,0.99999124,0.6063623,0.60501194,0.9999968,0.99999917,5.5471963e-07,0.9999985,0.999999,0.9999994,0.99999905,0.9999396,2.0140917e-06,0.18194437,0.8874686,0.9999987
2.4662877e-06,0.99999726,0.9999982,2.4334179e-06,1.2708676e-06,9.802018e-07,3.4446698e-06,2.5243814e-06,0.99998796,0.79567367,4.7137983e-06,0.99999726,0.99999756,0.18339348,0.50757265,0.9999992,0.99998486,0.6061983,0.60495234,0.99999374,0.99999803,1.1243512e-06,0.9999975,0.9999982,0.999999,0.99999815,0.9999126,3.5037472e-06,0.18229526,0.88534343,0.99999714
3.6785013e-06,0.9999961,0.9999975,2.9920404e-06,1.7992877e-06,1.364005e-06,4.785615e-06,3.6483232e-06,0.999985,0.79539037,6.2252316e-06,0.99999624,0.9999969,0.1835369,0.507252,0.99999887,0.99998105,0.6066166,0.60581696,0.99999195,0.9999975,1.4180487e-06,0.99999624,0.99999774,0.99999857,0.99999774,0.999891,5.168983e-06,0.18328385,0.88370335,0.99999654
8.7622396e-07,0.9999991,0.99999946,7.049736e-07,4.2099634e-07,3.1777904e-07,1.1092025e-06,8.152115e-07,0.9999955,0.79663503,1.4781668e-06,0.999999,0.99999934,0.18220356,0.5085713,0.99999976,0.9999943,0.6067115,0.6043922,0.99999785,0.99999934,3.1170396e-07,0.99999917,0.9999994,0.99999964,0.9999995,0.99995494,1.3899038e-06,0.18130027,0.8884486,0.9999992
3.060842e-06,0.9999968,0.99999815,2.5087218e-06,1.4127047e-06,1.2680106e-06,3.97079e-06,2.8910194e-06,0.9999871,0.79527533,5.014922e-06,0.99999636,0.9999974,0.1839565,0.5071845,0.9999991,0.99998444,0.6064337,0.6054356,0.99999267,0.9999979,1.1235205e-06,0.9999969,0.99999803,0.99999875,0.9999979,0.99990875,4.4399562e-06,0.18389243,0.8832109,0.99999714
2.7067622e-06,0.99999684,0.9999983,2.2829977e-06,1.3117859e-06,1.0926965e-06,3.2062665e-06,2.7614283e-06,0.9999887,0.79515874,4.483484e-06,0.999997,0.99999744,0.18358257,0.5064007,0.9999992,0.9999856,0.60597956,0.6059561,0.99999374,0.99999803,1.0238448e-06,0.99999696,0.9999979,0.9999987,0.99999803,0.99990827,4.237655e-06,0.18321064,0.88359207,0.9999973
4.408422e-06,0.9999961,0.9999974,3.6378203e-06,1.928475e-06,1.5991619e-06,5.3208187e-06,3.577523e-06,0.99998236,0.7937027,7.33629e-06,0.9999957,0.9999964,0.18469673,0.5059921,0.9999988,0.9999797,0.60636544,0.60626525,0.9999918,0.99999684,1.5230858e-06,0.9999967,0.99999726,0.9999984,0.99999744,0.9998831,5.7392126e-06,0.1845828,0.8802691,0.999996
1.7040433e-06,0.9999981,0.99999905,1.3397919e-06,7.3754444e-07,5.9894165e-07,1.8930028e-06,1.5297368e-06,0.999992,0.79592305,2.9163125e-06,0.9999982,0.9999987,0.18336023,0.5087471,0.9999995,0.9999901,0.6066108,0.6037842,0.9999959,0.9999989,5.704386e-07,0.99999845,0.999999,0.9999994,0.9999988,0.999929,2.3912312e-06,0.18244694,0.8864291,0.99999857
2.1669728e-06,0.9999979,0.9999988,1.788641e-06,8.913561e-07,7.3709936e-07,2.6131072e-06,1.9986046e-06,0.99999094,0.795365,3.871952e-06,0.9999978,0.9999982,0.183793,0.5069516,0.99999946,0.999988,0.6064564,0.60608673,0.99999446,0.9999985,8.40172e-07,0.9999979,0.9999987,0.9999991,0.9999986,0.9999228,3.282194e-06,0.18326065,0.8839853,0.99999785
5.839267e-06,0.99999386,0.99999636,4.906986e-06,2.6044715e-06,2.392844e-06,7.0749584e-06,5.431592e-06,0.9999787,0.7946093,1.1249874e-05,0.99999386,0.9999943,0.18460254,0.50614566,0.9999984,0.99997145,0.60605234,0.6069306,0.9999878,0.9999961,2.3703337e-06,0.999995,0.9999961,0.9999977,0.9999962,0.99986166,7.3891483e-06,0.1841621,0.8818364,0.999995
4.096308e-06,0.99999565,0.9999973,3.5125026e-06,1.911044e-06,1.7706458e-06,5.9592016e-06,3.5359885e-06,0.9999854,0.79563963,6.3670323e-06,0.9999957,0.99999654,0.18366526,0.5079366,0.9999986,0.9999802,0.60659593,0.60517967,0.9999898,0.99999654,1.6412007e-06,0.9999961,0.9999973,0.9999984,0.999997,0.9998973,5.7183643e-06,0.18267985,0.88479835,0.99999607
3.4434183e-06,0.9999963,0.99999756,2.7936194e-06,1.6747264e-06,1.4626271e-06,4.166875e-06,3.527363e-06,0.9999878,0.7965144,6.1105047e-06,0.99999607,0.9999972,0.18300363,0.50804806,0.9999989,0.9999863,0.6064654,0.6053973,0.99999094,0.9999976,1.3012797e-06,0.9999961,0.9999978,0.9999985,0.9999973,0.9999132,5.3176536e-06,0.18235916,0.88655627,0.99999636
5.9049207e-06,0.9999941,0.99999666,4.6546756e-06,2.5516745e-06,2.1483506e-06,7.221884e-06,4.95078e-06,0.9999786,0.7955116,1.0316446e-05,0.99999386,0.9999957,0.18362094,0.50722814,0.9999981,0.99997705,0.60612184,0.60564435,0.99998695,0.9999953,2.06061e-06,0.9999945,0.9999968,0.99999774,0.9999962,0.9998746,8.569483e-06,0.18294568,0.88438773,0.99999446
5.6702665e-06,0.99999446,0.9999967,4.1344956e-06,2.785277e-06,2.1884427e-06,6.7327915e-06,4.7968965e-06,0.999982,0.79286397,8.643309e-06,0.99999404,0.9999957,0.18609712,0.50489545,0.9999983,0.9999783,0.60507774,0.6063027,0.999988,0.99999595,2.3999378e-06,0.99999475,0.9999962,0.99999785,0.99999666,0.99987686,7.818139e-06,0.18500017,0.8796161,0.9999948
7.3580844e-07,0.9999993,0.9999996,5.622148e-07,3.117224e-07,2.6093488e-07,9.2343504e-07,6.662333e-07,0.99999654,0.79869145,1.3989466e-06,0.99999917,0.9999994,0.1815796,0.51007754,0.9999998,0.9999956,0.60771745,0.60344094,0.9999982,0.9999996,2.7507096e-07,0.9999994,0.99999946,0.99999976,0.9999996,0.99996126,1.0177215e-06,0.17913997,0.8933131,0.9999993
1.3948452e-05,0.9999857,0.9999905,1.1937699e-05,6.292584e-06,6.31899e-06,1.7524053e-05,1.3501116e-05,0.9999551,0.79407716,2.1526312e-05,0.99998605,0.99998766,0.18494742,0.5049561,0.9999948,0.999944,0.6063351,0.60733795,0.99997175,0.999989,6.605402e-06,0.999986,0.999991,0.9999937,0.99999005,0.9997759,2.0046362e-05,0.18495873,0.8788666,0.99998665
2.0360906e-06,0.9999979,0.9999987,1.6455765e-06,9.778051e-07,7.630014e-07,2.475067e-06,1.9042307e-06,0.99999195,0.7939521,3.289282e-06,0.99999785,0.9999983,0.18409386,0.5056506,0.9999995,0.9999888,0.60576,0.60637677,0.9999954,0.9999985,8.1223544e-07,0.9999982,0.99999875,0.99999917,0.99999875,0.99992776,3.0120957e-06,0.18462424,0.8809407,0.99999803
3.4270574e-06,0.99999636,0.999998,2.8535148e-06,1.6048926e-06,1.3615344e-06,4.087068e-06,3.127409e-06,0.99998724,0.79556644,5.6030362e-06,0.9999964,0.99999726,0.1842812,0.5068803,0.99999905,0.9999846,0.6062279,0.60523784,0.99999195,0.9999973,1.4129998e-06,0.99999666,0.999998,0.9999985,0.99999774,0.9999063,5.39729e-06,0.18228215,0.88526213,0.99999684
2.493485e-06,0.99999774,0.9999986,1.8585606e-06,9.147872e-07,8.522519e-07,2.8544212e-06,2.2489455e-06,0.9999912,0.79553944,4.4990925e-06,0.9999975,0.99999815,0.18329263,0.508675,0.9999994,0.99998724,0.6068071,0.605023,0.9999944,0.99999833,7.0800354e-07,0.999998,0.9999986,0.99999917,0.99999857,0.9999227,3.0747506e-06,0.1825805,0.88545316,0.99999774
1.7692414e-06,0.9999982,0.999999,1.3983877e-06,7.9035766e-07,6.060798e-07,1.9621423e-06,1.7322601e-06,0.9999938,0.79594505,2.713578e-06,0.9999982,0.9999986,0.18316342,0.50836504,0.9999995,0.9999919,0.6063411,0.6047011,0.9999953,0.9999988,6.575421e-07,0.9999983,0.99999887,0.9999993,0.99999875,0.99994224,2.8352697e-06,0.1823959,0.8866922,0.9999982
2.1198214e-06,0.99999774,0.9999988,1.5980459e-06,9.914753e-07,8.530211e-07,3.123418e-06,1.9645408e-06,0.9999914,0.7958556,3.3737074e-06,0.9999973,0.99999833,0.18306738,0.5076312,0.9999994,0.9999895,0.6061233,0.60498774,0.99999446,0.9999983,7.5854666e-07,0.99999785,0.9999987,0.99999917,0.9999986,0.9999304,3.2382095e-06,0.18241127,0.88617194,0.9999979
1.6079e-06,0.9999982,0.9999991,1.3024306e-06,7.751647e-07,6.462327e-07,1.9157756e-06,1.4668624e-06,0.99999344,0.7941803,2.438401e-06,0.99999815,0.99999875,0.1843575,0.50546277,0.9999996,0.9999925,0.6052945,0.6062175,0.9999955,0.99999887,5.9997126e-07,0.99999833,0.99999887,0.9999993,0.9999988,0.99994254,3.0214862e-06,0.18416181,0.88220656,0.99999833
2.47633e-06,0.99999756,0.9999987,1.96226e-06,1.087149e-06,1.0488525e-06,3.415709e-06,2.3318767e-06,0.9999891,0.7955595,4.761092e-06,0.9999974,0.9999978,0.18408094,0.5080348,0.99999934,0.9999853,0.60656357,0.6050713,0.99999464,0.99999815,9.1924034e-07,0.9999978,0.99999833,0.99999905,0.99999845,0.9999142,3.784744e-06,0.18289994,0.8853364,0.9999978
7.0340485e-07,0.9999993,0.9999996,5.221527e-07,3.096891e-07,2.2643538e-07,7.5845406e-07,7.229922e-07,0.99999684,0.7966645,1.2467649e-06,0.9999992,0.9999994,0.18250592,0.5096917,0.9999998,0.9999957,0.60651094,0.6030208,0.9999982,0.9999996,2.6225712e-07,0.9999993,0.9999995,0.99999976,0.9999995,0.99996495,1.1547405e-06,0.1811025,0.88982403,0.99999934
3.6008123e-06,0.9999963,0.9999977,3.1746897e-06,1.6935354e-06,1.496347e-06,4.65945e-06,3.3482831e-06,0.99998343,0.79527473,6.5669806e-06,0.9999958,0.9999963,0.18417618,0.5064474,0.99999905,0.99998003,0.6066713,0.6063491,0.999992,0.9999976,1.6650963e-06,0.999997,0.9999972,0.99999857,0.9999974,0.99988973,4.8281186e-06,0.18349281,0.8833198,0.9999965
4.73292e-06,0.99999464,0.99999636,4.2522206e-06,2.4021451e-06,2.1686474e-06,6.065966e-06,5.0908693e-06,0.99998224,0.7942724,8.6044265e-06,0.99999523,0.99999547,0.18470033,0.5063956,0.99999845,0.9999779,0.6057309,0.6061435,0.9999892,0.9999965,2.1366204e-06,0.9999952,0.99999636,0.9999978,0.9999964,0.9998831,7.14877e-06,0.18426064,0.8812394,0.9999949
2.8523557e-06,0.9999965,0.99999785,2.6881069e-06,1.5913982e-06,1.2290075e-06,3.4334726e-06,2.983245e-06,0.9999885,0.7948768,5.584743e-06,0.99999684,0.99999714,0.18407571,0.5068289,0.99999917,0.9999844,0.60540235,0.60602355,0.99999374,0.99999815,1.158776e-06,0.99999696,0.9999977,0.9999987,0.9999979,0.9999076,3.888158e-06,0.18354586,0.8832797,0.9999971
1.7081353e-06,0.999998,0.999999,1.3460043e-06,7.4487036e-07,6.2793754e-07,1.9891334e-06,1.717066e-06,0.9999925,0.7967226,2.9830371e-06,0.9999981,0.99999857,0.18300653,0.5089551,0.9999995,0.99999005,0.6070649,0.6043363,0.9999958,0.9999989,6.321061e-07,0.9999983,0.99999887,0.99999934,0.9999988,0.99993724,2.6298096e-06,0.1816747,0.8881195,0.99999857
3.4163736e-06,0.99999654,0.9999978,2.9798157e-06,1.5051776e-06,1.3641389e-06,4.2019997e-06,3.3157694e-06,0.9999881,0.79614866,5.381968e-06,0.99999654,0.9999971,0.18340223,0.5070348,0.999999,0.9999854,0.606755,0.6060291,0.99999267,0.99999774,1.3278401e-06,0.9999969,0.99999774,0.9999986,0.99999756,0.999914,5.1458314e-06,0.1822878,0.88570493,0.9999969
2.03672e-06,0.9999973,0.99999833,2.0423117e-06,1.0585102e-06,9.14284e-07,2.6920961e-06,2.0804687e-06,0.99998903,0.7953675,3.843315e-06,0.9999978,0.99999774,0.18394576,0.5072063,0.9999994,0.9999875,0.60608673,0.60585666,0.999995,0.99999875,8.670792e-07,0.99999785,0.9999982,0.999999,0.99999833,0.99992234,2.967423e-06,0.18311054,0.88430107,0.99999785
9.164192e-07,0.9999991,0.99999946,7.054787e-07,3.8428678e-07,3.1940667e-07,1.1140237e-06,7.9312116e-07,0.9999966,0.79648256,1.5388189e-06,0.99999905,0.9999993,0.1832351,0.5091217,0.99999976,0.9999957,0.606434,0.60381055,0.99999756,0.99999934,2.8164405e-07,0.99999917,0.9999994,0.99999964,0.9999994,0.99996275,1.4496499e-06,0.1816648,0.88859,0.9999991
2.8853813e-06,0.9999969,0.9999982,2.6116522e-06,1.2949326e-06,1.0245138e-06,3.2179557e-06,2.6978066e-06,0.9999876,0.7967596,4.849725e-06,0.99999744,0.9999973,0.18334824,0.5070039,0.99999917,0.9999854,0.6068797,0.6058245,0.99999374,0.9999982,1.149232e-06,0.99999744,0.9999979,0.9999988,0.9999981,0.99991304,3.9780184e-06,0.18243125,0.88628024,0.9999974
1.6585573e-06,0.99999833,0.999999,1.4203089e-06,7.645536e-07,5.7729267e-07,1.9547313e-06,1.4358619e-06,0.9999931,0.7956607,3.3384688e-06,0.9999984,0.9999986,0.1833558,0.50858194,0.9999996,0.999991,0.6062383,0.6045571,0.999996,0.99999875,6.181675e-07,0.99999845,0.999999,0.99999934,0.999999,0.99993765,2.6229043e-06,0.18229163,0.88633627,0.9999985
1.0125375e-05,0.99999017,0.99999285,7.983126e-06,4.4228827e-06,4.0049604e-06,1.1295874e-05,8.629622e-06,0.9999707,0.7944246,1.4867901e-05,0.999991,0.9999919,0.18437015,0.50578636,0.99999696,0.9999623,0.6059935,0.6070491,0.999982,0.99999386,4.1982785e-06,0.99999154,0.9999935,0.9999957,0.9999934,0.999824,1.2575102e-05,0.1840368,0.88110787,0.9999915
9.041417e-07,0.99999905,0.9999994,8.329574e-07,4.7796215e-07,3.6125306e-07,1.2673516e-06,9.533215e-07,0.999995,0.7959314,1.9448073e-06,0.9999989,0.99999917,0.1833839,0.50765496,0.99999976,0.9999932,0.6062653,0.60496086,0.99999756,0.9999993,3.2968182e-07,0.9999991,0.99999934,0.99999964,0.9999994,0.9999484,1.5565646e-06,0.18263221,0.88599956,0.99999917
4.442392e-06,0.9999956,0.99999696,4.2899387e-06,2.0898942e-06,1.7831194e-06,4.9749938e-06,4.127731e-06,0.99998075,0.79451066,7.96894e-06,0.99999565,0.99999577,0.18409383,0.5049909,0.9999988,0.9999771,0.6057519,0.60513794,0.9999914,0.9999978,2.074731e-06,0.9999959,0.99999684,0.9999983,0.9999965,0.9998737,5.5556648e-06,0.18241788,0.88369274,0.999996
1.5815367e-06,0.9999985,0.99999917,1.1755556e-06,6.159936e-07,5.0873905e-07,1.8051004e-06,1.2591535e-06,0.99999297,0.7962316,2.800798e-06,0.99999833,0.99999875,0.18312892,0.5077703,0.99999964,0.9999905,0.60622334,0.6060188,0.9999964,0.999999,4.6033912e-07,0.9999987,0.9999991,0.99999946,0.9999991,0.9999383,2.2819333e-06,0.18247418,0.8863748,0.9999988
2.8890793e-06,0.9999968,0.9999981,2.6340265e-06,1.283354e-06,1.0113524e-06,3.0745864e-06,2.9454368e-06,0.99998945,0.7962517,4.3533823e-06,0.99999714,0.99999774,0.18318065,0.5078672,0.99999917,0.99998647,0.6066104,0.60496914,0.99999374,0.9999982,1.1208482e-06,0.9999974,0.99999803,0.99999875,0.9999981,0.9999121,3.9640627e-06,0.1826637,0.88580525,0.99999726
3.8755306e-06,0.999996,0.99999756,3.1182303e-06,1.7773674e-06,1.3781593e-06,4.2138504e-06,3.343618e-06,0.999987,0.79448164,5.532132e-06,0.99999624,0.99999726,0.18404953,0.5069814,0.9999989,0.9999842,0.6057161,0.60500807,0.99999046,0.99999744,1.4530617e-06,0.99999636,0.99999756,0.9999983,0.9999975,0.99990344,5.4163634e-06,0.18365356,0.88329786,0.99999636
3.1707652e-06,0.9999966,0.99999803,2.5169318e-06,1.4450494e-06,1.2806373e-06,3.9744878e-06,2.8989873e-06,0.9999874,0.7961905,5.0504864e-06,0.9999968,0.9999973,0.18355353,0.5068485,0.99999905,0.9999831,0.60650635,0.6055581,0.99999243,0.9999979,1.242762e-06,0.9999967,0.999998,0.9999987,0.9999978,0.9999064,4.7549797e-06,0.18235986,0.8854668,0.99999696
3.2164708e-06,0.99999654,0.9999981,2.4831409e-06,1.3950815e-06,1.1607192e-06,3.982771e-06,2.9937503e-06,0.9999888,0.7965517,4.65444e-06,0.9999968,0.9999976,0.18271509,0.5078921,0.99999905,0.9999861,0.6064422,0.6052996,0.9999921,0.9999976,1.1796986e-06,0.99999654,0.99999815,0.99999875,0.99999785,0.9999193,5.4601405e-06,0.18180877,0.8875864,0.9999972
3.457634e-06,0.999997,0.999998,2.7117205e-06,1.4553348e-06,1.1924019e-06,4.2057845e-06,3.2935163e-06,0.9999883,0.7958614,5.6582153e-06,0.99999654,0.99999726,0.18311512,0.50737745,0.9999991,0.9999842,0.6062831,0.6050937,0.9999917,0.99999756,1.2742415e-06,0.99999684,0.99999803,0.99999875,0.99999785,0.9999106,4.971323e-06,0.18231128,0.88531667,0.99999684
1.3402583e-06,0.99999857,0.9999993,1.0479437e-06,6.121414e-07,4.7544674e-07,1.7319165e-06,1.2835548e-06,0.99999386,0.7978889,2.1867154e-06,0.9999986,0.99999875,0.1822745,0.5098264,0.9999997,0.9999915,0.60726666,0.6040656,0.9999969,0.9999991,4.990129e-07,0.9999988,0.9999991,0.99999946,0.9999991,0.9999445,1.9652266e-06,0.18049553,0.89098155,0.9999988
1.3700999e-06,0.999998,0.9999988,1.5039909e-06,7.940771e-07,6.1194993e-07,1.5720813e-06,1.722986e-06,0.9999908,0.79809225,3.103862e-06,0.9999985,0.9999984,0.18195724,0.50877166,0.9999995,0.9999903,0.6073507,0.604619,0.99999636,0.9999991,7.426503e-07,0.9999985,0.9999988,0.9999992,0.99999887,0.9999316,2.2014399e-06,0.18002522,0.8911443,0.9999984
3.5045225e-06,0.99999577,0.99999756,3.2176888e-06,1.7424449e-06,1.4294949e-06,4.4110043e-06,3.7871232e-06,0.9999867,0.7952283,5.5199584e-06,0.9999963,0.99999666,0.18375991,0.5064125,0.99999905,0.99998087,0.60615325,0.6059475,0.9999914,0.99999774,1.6616207e-06,0.9999965,0.99999744,0.99999845,0.9999975,0.99989754,4.5613397e-06,0.18358667,0.8831098,0.99999654
4.191766e-06,0.9999957,0.9999977,3.0380163e-06,1.979971e-06,1.70895e-06,4.923331e-06,3.6239664e-06,0.9999863,0.7967452,6.669797e-06,0.9999956,0.9999966,0.18327646,0.5080763,0.99999887,0.9999823,0.6070432,0.6057794,0.99999094,0.99999726,1.6334261e-06,0.9999961,0.99999744,0.99999833,0.99999726,0.99989945,5.7380635e-06,0.18199894,0.8868641,0.99999636
3.9459846e-06,0.999996,0.9999976,3.2796563e-06,1.81673e-06,1.3380119e-06,4.409982e-06,3.7569314e-06,0.9999863,0.7970651,5.955259e-06,0.9999965,0.9999966,0.18280123,0.5078014,0.9999989,0.9999838,0.60710704,0.60491437,0.99999154,0.9999976,1.5033414e-06,0.99999607,0.99999774,0.99999857,0.99999726,0.9999065,5.543312e-06,0.18218684,0.8870651,0.99999666
3.2290998e-06,0.99999684,0.99999785,3.0089202e-06,1.5841331e-06,1.1191403e-06,3.4469504e-06,3.1038587e-06,0.99998754,0.7950534,5.0455087e-06,0.9999971,0.9999973,0.18376923,0.50702417,0.99999917,0.9999851,0.60570633,0.60571235,0.9999931,0.99999815,1.3122226e-06,0.99999696,0.9999978,0.9999987,0.99999774,0.9999068,4.3283826e-06,0.18379362,0.8836238,0.99999714
2.832548e-06,0.9999969,0.9999983,2.2321144e-06,1.2877836e-06,1.0246478e-06,3.2882565e-06,2.7567737e-06,0.9999887,0.79637086,4.5601823e-06,0.99999714,0.9999974,0.18323703,0.50815725,0.9999993,0.9999858,0.60650164,0.6052119,0.99999374,0.99999815,1.1000164e-06,0.9999973,0.99999815,0.99999887,0.9999981,0.9999161,4.013835e-06,0.18216142,0.8868531,0.99999756
3.2874161e-06,0.9999967,0.9999979,2.8747297e-06,1.4345466e-06,1.2044917e-06,3.567758e-06,2.9303242e-06,0.99998605,0.7947873,5.429846e-06,0.9999964,0.99999726,0.18333991,0.5064275,0.99999905,0.99998504,0.60570925,0.60563314,0.99999243,0.9999981,1.5212509e-06,0.9999971,0.999998,0.9999987,0.99999774,0.999906,4.4525755e-06,0.1830292,0.88414884,0.99999684
3.3476924e-06,0.9999964,0.99999744,2.931613e-06,1.594426e-06,1.2757055e-06,3.7226255e-06,3.4011273e-06,0.99998546,0.79414076,5.6344584e-06,0.99999684,0.9999968,0.18401925,0.50507545,0.9999991,0.9999823,0.6054389,0.6064527,0.99999285,0.999998,1.6343018e-06,0.9999968,0.99999744,0.9999984,0.99999744,0.99990124,4.453888e-06,0.18325084,0.8814971,0.9999968
